0.124,1911.0
0.243,2112.0
0.341,2525.0
0.557,2573.0
0.666,3311.0
0.993,3329.0
1.081,3445.0
1.168,3657.0
1.267,3714.0
1.341,3810.0
1.444,3843.0
1.539,3938.0
1.627,3991.0
1.79,4114.0
1.872,4145.0
1.951,4261.0
2.042,4467.0
2.121,4561.0
2.206,4644.0
2.319,4662.0
2.403,4735.0
2.493,4958.0
2.589,5133.0
2.687,5308.0
2.791,5370.0
2.889,5413.0
2.991,5454.0
3.095,5461.0
3.203,5681.0
3.326,5759.0
3.521,5798.0
3.61,5950.0
3.704,6113.0
3.902,6135.0
3.98,6253.0
4.077,6321.0
4.291,6410.0
4.407,6437.0
4.531,6488.0
4.631,6630.0
4.741,6724.0
4.956,6838.0
5.078,6884.0
5.187,6925.0
5.432,6956.0
5.555,7087.0
5.79,7098.0
5.9,7227.0
6.014,7278.0
6.135,7322.0
6.484,7494.0
6.595,7606.0
6.71,7736.0
6.824,7776.0
6.948,7830.0
7.179,8077.0
7.528,8140.0
7.778,8155.0
7.898,8214.0
8.023,8240.0
8.277,8272.0
8.401,8305.0
8.52,8334.0
8.789,8341.0
8.913,8379.0
9.048,8392.0
9.158,8504.0
9.285,8517.0
9.398,8602.0
9.995,8671.0
10.38,8696.0
10.519,8723.0
10.641,8772.0
10.787,8835.0
10.935,8842.0
11.441,8851.0
11.571,8912.0
11.701,8984.0
12.075,9027.0
12.431,9044.0
12.552,9126.0
12.802,9169.0
13.052,9210.0
13.17,9222.0
13.312,9224.0
13.432,9283.0
13.553,9320.0
13.929,9358.0
14.057,9400.0
14.439,9455.0
14.695,9516.0
15.09,9559.0
15.355,9611.0
15.618,9621.0
16.008,9700.0
16.261,9712.0
16.79,9768.0
17.044,9800.0
17.558,9863.0
18.071,9959.0
18.203,9965.0
18.644,10073.0
18.919,10121.0
19.058,10141.0
19.608,10182.0
20.132,10235.0
20.256,10240.0
20.64,10324.0
21.069,10353.0
21.437,10416.0
21.986,10443.0
22.256,10444.0
22.911,10465.0
23.318,10595.0
23.729,10600.0
23.87,10626.0
24.932,10652.0
25.186,10664.0
25.441,10669.0
25.836,10672.0
25.987,10722.0
26.379,10755.0
26.777,10773.0
27.066,10798.0
27.206,10897.0
28.275,10915.0
28.548,10934.0
28.827,10949.0
28.958,10968.0
29.387,10978.0
29.949,10995.0
30.091,11000.0
30.24,11001.0
30.403,11034.0
31.066,11072.0
31.349,11074.0
31.495,11111.0
31.628,11134.0
31.917,11144.0
32.061,11200.0
32.898,11201.0
33.05,11210.0
33.623,11242.0
34.217,11298.0
34.366,11303.0
34.656,11336.0
35.359,11338.0
36.77,11346.0
37.046,11361.0
37.465,11374.0
37.757,11375.0
37.904,11377.0
39.036,11382.0
39.158,11413.0
40.429,11425.0
40.571,11444.0
40.715,11464.0
41.253,11466.0
41.398,11483.0
43.534,11500.0
43.68,11522.0
50.385,11536.0
50.671,11556.0
51.747,11569.0
55.183,11589.0
56.307,11590.0
57.164,11596.0
57.303,11617.0
60.516,11626.0
60.911,11645.0
61.479,11657.0
61.625,11674.0
64.467,11686.0
70.491,11689.0
78.241,11707.0
80.994,11714.0
300.127,11714.0
